TransactionID,Timestamp,Amount,OldBalanceOrigin,NewBalanceOrigin,OldBalanceDestination,NewBalanceDestination,BalanceDeltaOrigin,BalanceDeltaDestination,TransactionType,SenderID,ReceiverID,SenderLocation,SenderCountry,ReceiverLocation,ReceiverCountry,LocationMismatch,PreviousLinkWithReceiver,LinkHistoryCount,SenderPastFraudCount,ReceiverPastFraudCount,SenderAvgTransactionAmount,ReceiverAvgTransactionAmount,AmountDeviationFromSenderAvg,TransactionVelocity24h,AmountAnomalyFlag,BehaviorAnomalyFlag,FraudRiskScore,IsFraud
TXN2001416,05-12-2025 03:46,40791.57,14632.58,-26158.99,15556.37,56347.95,40791.57,40791.57,TRANSFER,CUST_SEND_101,CUST_RECV_23,Lucknow,UK,Bangalore,Canada,1,0,0,0,0,4089.72,18605.16,897.42,17,1,1,0.849,1
TXN1000012,29-11-2025 15:37,15159.86,1980.42,-13179.44,10399.49,25559.34,15159.86,15159.86,TRANSFER,CUST_SEND_4,CUST_RECV_60,Delhi,USA,Delhi,USA,0,1,20,0,0,18202.26,17597.99,-16.71,1,0,0,0.038,0
TXN1000796,06-12-2025 17:54,19154.76,5102.01,-14052.75,8344.43,27499.19,19154.76,19154.76,TRANSFER,CUST_SEND_127,CUST_RECV_159,Chennai,France,Chennai,France,0,0,0,0,0,19994.64,8824.98,-4.2,3,0,0,0.21,0
TXN2001686,13-11-2025 23:55,213.28,38097.89,37884.61,11475.83,11689.11,213.28,213.28,TRANSFER,CUST_SEND_141,CUST_RECV_48,Ahmedabad,USA,Delhi,India,0,0,0,0,0,7805.09,4363.2,-97.27,13,0,1,0.846,1
TXN1000879,12-11-2025 13:37,21003.08,33685.27,12682.2,14707.07,35710.14,21003.08,21003.08,TRANSFER,CUST_SEND_37,CUST_RECV_138,Pune,Germany,Pune,Germany,0,1,86,1,1,19746.15,10644.6,6.37,4,0,0,0.121,0
TXN1000632,11-12-2025 20:42,1570.96,49688.22,48117.26,3686.17,5257.13,1570.96,1570.96,PAYMENT,CUST_SEND_111,CUST_RECV_65,Hyderabad,UK,Hyderabad,UK,0,1,96,0,0,1500.97,15216.93,4.66,4,0,0,0.299,0
TXN1000712,07-12-2025 18:19,8365.62,41092.5,32726.88,6522.39,14888.02,8365.62,8365.62,TRANSFER,CUST_SEND_148,CUST_RECV_29,Hyderabad,Canada,Hyderabad,Canada,0,0,0,0,0,11486.23,7246.28,-27.17,6,0,0,0.07,0
TXN1000899,01-12-2025 15:13,17995.03,41107.56,23112.54,1203.04,19198.07,17995.03,17995.03,PAYMENT,CUST_SEND_131,CUST_RECV_42,Ahmedabad,Australia,Ahmedabad,Australia,0,1,87,0,0,18950.55,13683.6,-5.04,2,0,0,0.212,0
TXN1000641,05-12-2025 14:43,11043.18,42797.37,31754.19,3793.41,14836.58,11043.18,11043.18,DEBIT,CUST_SEND_73,CUST_RECV_129,Ahmedabad,UK,Ahmedabad,UK,0,1,47,1,0,11523.23,13704.22,-4.17,5,0,0,0.175,0
TXN1000349,02-12-2025 13:18,9593.48,31286.12,21692.64,5502.99,15096.47,9593.48,9593.48,TRANSFER,CUST_SEND_47,CUST_RECV_25,Kolkata,Singapore,Kolkata,Singapore,0,1,70,0,0,11609.68,5906.64,-17.37,3,0,0,0.325,0
TXN1000163,08-12-2025 14:04,11290.49,11793.36,502.86,5629.22,16919.71,11290.49,11290.49,PAYMENT,CUST_SEND_17,CUST_RECV_162,Chennai,USA,Chennai,USA,0,0,0,0,0,16002.74,16781.77,-29.45,3,0,0,0.069,0
TXN1000743,08-12-2025 19:04,21473.78,23906.04,2432.26,11650.02,33123.8,21473.78,21473.78,DEBIT,CUST_SEND_95,CUST_RECV_27,Hyderabad,France,Hyderabad,France,0,0,0,0,0,19738,19620.62,8.79,7,0,0,0.095,0
TXN1000111,11-12-2025 11:54,4063.19,28166.07,24102.88,2632.92,6696.11,4063.19,4063.19,TRANSFER,CUST_SEND_101,CUST_RECV_39,Pune,Canada,Pune,Canada,0,1,7,0,0,4089.72,7567.68,-0.65,4,0,0,0.042,0
TXN2001895,13-11-2025 02:06,42431.52,10847.13,-31584.38,5286.73,47718.25,42431.52,42431.52,TRANSFER,CUST_SEND_45,CUST_RECV_172,Mumbai,Singapore,Chennai,UAE,1,0,0,1,0,2586.51,3655.68,1540.49,15,1,1,0.886,1
TXN2001800,03-12-2025 23:28,317.65,15625.95,15308.3,16668.2,16985.84,317.65,317.65,TRANSFER,CUST_SEND_119,CUST_RECV_38,Hyderabad,UK,Chennai,India,1,0,0,0,0,17000.26,4455.72,-98.13,17,0,1,0.707,1
TXN1000783,18-11-2025 21:44,4197.13,31966.74,27769.61,13237.76,17434.89,4197.13,4197.13,TRANSFER,CUST_SEND_64,CUST_RECV_178,Jaipur,UAE,Jaipur,UAE,0,1,69,0,0,5248.32,13638.75,-20.03,5,0,0,0.324,0
TXN2001678,22-11-2025 02:08,391.14,9376.4,8985.26,12105.53,12496.67,391.14,391.14,CASH_OUT,CUST_SEND_136,CUST_RECV_91,Ahmedabad,USA,Chennai,Singapore,0,0,0,0,0,19126.97,17920.02,-97.96,11,0,1,0.961,1
TXN1000330,04-12-2025 08:31,12901.11,6864.77,-6036.34,2565.49,15466.6,12901.11,12901.11,TRANSFER,CUST_SEND_27,CUST_RECV_33,Chennai,USA,Chennai,USA,0,0,0,0,1,15468.7,3448.71,-16.6,7,0,0,0.268,0
TXN2001970,05-12-2025 03:18,21855.21,5415.03,-16440.17,9874.96,31730.17,21855.21,21855.21,TRANSFER,CUST_SEND_106,CUST_RECV_152,Delhi,Japan,Mumbai,UK,0,0,0,0,0,12654.89,7124.72,72.7,3,1,1,0.858,1
TXN1000518,30-11-2025 20:21,11770.82,9870.21,-1900.6,7133.47,18904.28,11770.82,11770.82,TRANSFER,CUST_SEND_19,CUST_RECV_69,Delhi,Canada,Delhi,Canada,0,1,80,0,0,10393.99,10205.94,13.25,7,0,0,0.212,0
TXN2001627,02-12-2025 22:22,24747.41,20646.3,-4101.1,6360.54,31107.95,24747.41,24747.41,CASH_OUT,CUST_SEND_23,CUST_RECV_135,Mumbai,Singapore,Lucknow,Germany,0,0,0,0,0,17866.38,4553.83,38.51,4,1,0,0.966,1
TXN1000746,13-11-2025 15:40,6429.06,33341.61,26912.55,13010.82,19439.88,6429.06,6429.06,PAYMENT,CUST_SEND_148,CUST_RECV_8,Lucknow,Australia,Lucknow,Australia,0,1,91,0,0,11486.23,3591.06,-44.03,5,0,0,0.296,0
TXN2001886,07-12-2025 05:43,26563.68,15465.68,-11097.99,9243.44,35807.12,26563.68,26563.68,CASH_OUT,CUST_SEND_28,CUST_RECV_11,Ahmedabad,Singapore,Bangalore,Australia,0,0,0,0,1,12746.14,12208.44,108.41,12,1,1,0.879,1
TXN2001760,04-12-2025 02:31,43821.03,12611.37,-31209.66,1397.8,45218.83,43821.03,43821.03,TRANSFER,CUST_SEND_137,CUST_RECV_180,Hyderabad,USA,Hyderabad,USA,0,0,0,0,1,12517.32,7817.78,250.08,8,1,1,0.872,1
TXN2001224,15-11-2025 05:24,29074.11,18817.87,-10256.23,15006.8,44080.91,29074.11,29074.11,TRANSFER,CUST_SEND_81,CUST_RECV_25,Mumbai,Canada,Lucknow,UAE,1,0,0,0,0,18122,5906.64,60.44,19,1,1,0.747,1
TXN1000929,13-11-2025 10:23,8372.92,44389.41,36016.49,18181.11,26554.03,8372.92,8372.92,TRANSFER,CUST_SEND_90,CUST_RECV_73,Bangalore,Singapore,Bangalore,Singapore,0,1,63,1,1,9810.27,15201.95,-14.65,4,0,0,0.304,0
TXN2001055,05-12-2025 23:30,635.39,13881.7,13246.3,7985.7,8621.09,635.39,635.39,TRANSFER,CUST_SEND_4,CUST_RECV_84,Mumbai,USA,Kolkata,UK,1,0,0,0,1,18202.26,6115.62,-96.51,3,0,1,0.972,1
TXN2001553,04-12-2025 22:29,49501.81,33138.22,-16363.59,3128.06,52629.87,49501.81,49501.81,TRANSFER,CUST_SEND_15,CUST_RECV_60,Ahmedabad,Germany,Delhi,Australia,0,0,0,0,0,15295.12,17597.99,223.64,14,1,1,0.88,1
TXN2001355,13-11-2025 04:45,26326.64,35337.4,9010.76,5274.9,31601.54,26326.64,26326.64,TRANSFER,CUST_SEND_28,CUST_RECV_15,Delhi,Australia,Ahmedabad,Japan,0,0,0,0,0,12746.14,7616.85,106.55,9,1,1,0.832,1
TXN2001266,12-11-2025 03:55,32140.17,4722.55,-27417.62,13217.26,45357.43,32140.17,32140.17,TRANSFER,CUST_SEND_64,CUST_RECV_156,Chennai,USA,Mumbai,Australia,1,0,0,0,0,5248.32,15444.33,512.39,18,1,1,0.852,1
TXN1000068,25-11-2025 10:02,8177.49,5129.28,-3048.21,5045.54,13223.03,8177.49,8177.49,TRANSFER,CUST_SEND_141,CUST_RECV_64,Bangalore,Singapore,Bangalore,Singapore,0,1,58,0,0,7805.09,16317.82,4.77,1,0,0,0.149,0
TXN2001166,25-11-2025 22:07,1820.25,27104.57,25284.33,10088.72,11908.97,1820.25,1820.25,TRANSFER,CUST_SEND_140,CUST_RECV_70,Chennai,USA,Jaipur,France,0,0,0,0,0,12744.44,12746.84,-85.72,4,0,1,0.772,1
TXN2001303,12-11-2025 05:10,1620.64,33251.67,31631.02,4617.3,6237.94,1620.64,1620.64,TRANSFER,CUST_SEND_109,CUST_RECV_111,Hyderabad,France,Lucknow,Canada,1,0,0,2,0,17455.21,3904.32,-90.72,1,0,1,0.717,1
TXN1000460,06-12-2025 11:52,16467.99,16103.02,-364.97,13547.56,30015.55,16467.99,16467.99,PAYMENT,CUST_SEND_79,CUST_RECV_109,Pune,India,Pune,India,0,1,57,0,0,12923.6,5507.31,27.43,6,0,0,0.321,0
TXN1000421,19-11-2025 21:17,8695.69,1621.25,-7074.44,6908.55,15604.24,8695.69,8695.69,TRANSFER,CUST_SEND_59,CUST_RECV_151,Chennai,Singapore,Chennai,Singapore,0,1,88,0,0,12084.01,19809.24,-28.04,1,0,0,0.28,0
TXN2001765,28-11-2025 23:23,19822.88,9372.44,-10450.44,18843.4,38666.28,19822.88,19822.88,TRANSFER,CUST_SEND_119,CUST_RECV_48,Hyderabad,Germany,Lucknow,India,1,1,47,0,0,17000.26,4363.2,16.6,2,1,0,0.953,1
TXN1000979,16-11-2025 18:50,13320.58,44172.85,30852.27,9728.95,23049.52,13320.58,13320.58,DEBIT,CUST_SEND_106,CUST_RECV_119,Jaipur,Australia,Jaipur,Australia,0,1,52,0,0,12654.89,10965.72,5.26,7,0,0,0.065,0
TXN1000862,09-12-2025 18:01,12399.23,28902.32,16503.09,19052.89,31452.11,12399.23,12399.23,PAYMENT,CUST_SEND_143,CUST_RECV_99,Jaipur,USA,Kolkata,France,0,1,32,0,0,13759.89,15163.35,-9.89,2,0,0,0.161,0
TXN2001672,05-12-2025 05:36,25607.64,22339.18,-3268.46,4277.21,29884.85,25607.64,25607.64,TRANSFER,CUST_SEND_20,CUST_RECV_117,Kolkata,USA,Chennai,Singapore,1,0,0,0,0,2093.62,18038.54,1123.13,10,1,1,0.88,1
TXN2001376,11-12-2025 05:29,15582.19,39021.37,23439.18,18402.45,33984.64,15582.19,15582.19,CASH_OUT,CUST_SEND_13,CUST_RECV_33,Kolkata,Singapore,Bangalore,Australia,1,0,0,0,1,7244.63,3448.71,115.09,8,1,1,0.986,1
TXN2001509,23-11-2025 04:22,48157.21,37388.72,-10768.49,18334.92,66492.13,48157.21,48157.21,TRANSFER,CUST_SEND_117,CUST_RECV_97,Pune,Japan,Pune,Germany,1,0,0,0,0,8236.93,11205.02,484.65,17,1,1,0.772,1
TXN2001674,06-12-2025 22:23,24420.47,46119.81,21699.34,14378.43,38798.9,24420.47,24420.47,CASH_OUT,CUST_SEND_93,CUST_RECV_8,Ahmedabad,Japan,Bangalore,Singapore,1,0,0,1,0,2476.96,3591.06,885.91,9,1,1,0.762,1
TXN2001942,05-12-2025 22:53,22672.66,29536.66,6864,4848.71,27521.37,22672.66,22672.66,TRANSFER,CUST_SEND_90,CUST_RECV_131,Bangalore,Canada,Delhi,Japan,0,0,0,1,0,9810.27,11578.49,131.11,15,1,1,0.861,1
TXN2001819,16-11-2025 22:04,36630.64,24734.07,-11896.58,1396.55,38027.19,36630.64,36630.64,CASH_OUT,CUST_SEND_63,CUST_RECV_103,Bangalore,USA,Hyderabad,UAE,1,0,0,1,1,17503.38,7898.56,109.28,11,1,1,0.856,1
TXN1000897,10-12-2025 14:37,7627.69,2721.8,-4905.88,2680.1,10307.79,7627.69,7627.69,TRANSFER,CUST_SEND_19,CUST_RECV_36,Kolkata,Japan,Kolkata,Japan,0,1,28,0,0,10393.99,3637.72,-26.61,3,0,0,0.042,0
TXN1000738,03-12-2025 18:41,3405.59,29733.3,26327.71,16108.89,19514.48,3405.59,3405.59,PAYMENT,CUST_SEND_56,CUST_RECV_41,Pune,USA,Pune,Germany,0,0,0,2,0,3233,10005.27,5.34,4,0,0,0.218,0
TXN2001098,26-11-2025 05:39,183.19,17900.89,17717.7,19712.21,19895.4,183.19,183.19,CASH_OUT,CUST_SEND_107,CUST_RECV_138,Delhi,India,Chennai,Singapore,1,0,0,0,1,8946.62,10644.6,-97.95,12,0,1,0.66,1
TXN1000602,12-11-2025 18:00,21240.55,21412.69,172.15,17396.49,38637.03,21240.55,21240.55,TRANSFER,CUST_SEND_109,CUST_RECV_120,Mumbai,UK,Mumbai,UK,0,1,73,2,0,17455.21,8797.54,21.69,5,0,0,0.14,0
TXN1000789,11-12-2025 21:18,14519.46,6016.83,-8502.63,12050.63,26570.09,14519.46,14519.46,TRANSFER,CUST_SEND_31,CUST_RECV_9,Mumbai,UAE,Mumbai,UAE,0,0,0,0,0,14318.41,1276.35,1.4,4,0,0,0.052,0
TXN2001871,10-12-2025 04:55,47459.34,9547.85,-37911.49,6375.56,53834.9,47459.34,47459.34,TRANSFER,CUST_SEND_149,CUST_RECV_158,Bangalore,Australia,Hyderabad,Australia,1,0,0,0,1,11657.82,9959.95,307.1,15,1,1,0.716,1
TXN2001111,05-12-2025 22:50,901.67,34197.94,33296.27,4892.51,5794.18,901.67,901.67,CASH_OUT,CUST_SEND_50,CUST_RECV_164,Pune,Canada,Chennai,India,0,0,0,0,1,3112.75,3361.65,-71.03,17,0,1,0.868,1
TXN1000562,20-11-2025 18:48,18425.95,10318.54,-8107.41,10522.32,28948.27,18425.95,18425.95,TRANSFER,CUST_SEND_1,CUST_RECV_70,Chennai,Australia,Chennai,Australia,0,0,0,0,0,18014.94,12746.84,2.28,6,0,0,0.3,0
TXN2001775,26-11-2025 03:13,1697.36,21793.63,20096.27,4230.44,5927.8,1697.36,1697.36,TRANSFER,CUST_SEND_135,CUST_RECV_15,Chennai,UK,Bangalore,UAE,1,0,0,0,0,3454.03,7616.85,-50.86,13,0,1,0.905,1
TXN1000172,11-12-2025 12:55,8433.45,4971.14,-3462.3,15756.63,24190.07,8433.45,8433.45,PAYMENT,CUST_SEND_122,CUST_RECV_53,Kolkata,Australia,Kolkata,Australia,0,1,86,0,1,8881.57,7921.13,-5.05,7,0,0,0.1,0
TXN1000253,24-11-2025 08:55,20329.77,30818.12,10488.34,1209.53,21539.3,20329.77,20329.77,PAYMENT,CUST_SEND_99,CUST_RECV_162,Delhi,Germany,Delhi,Germany,0,1,34,0,0,16462.11,16781.77,23.49,3,0,0,0.123,0
TXN2001231,06-12-2025 23:58,39276.3,36119.95,-3156.35,4720.25,43996.55,39276.3,39276.3,CASH_OUT,CUST_SEND_30,CUST_RECV_141,Lucknow,UK,Hyderabad,India,0,0,0,0,0,2598.03,12601.78,1411.77,13,1,1,0.804,1
TXN1000954,10-12-2025 12:39,4315.18,32909.2,28594.02,17531.93,21847.11,4315.18,4315.18,TRANSFER,CUST_SEND_101,CUST_RECV_51,Bangalore,Germany,Bangalore,UK,0,0,0,0,0,4089.72,9754.8,5.51,5,0,0,0.323,0
TXN2001764,08-12-2025 05:29,48751.78,11292.47,-37459.31,168.52,48920.3,48751.78,48751.78,TRANSFER,CUST_SEND_27,CUST_RECV_84,Chennai,Australia,Chennai,France,1,0,0,0,1,15468.7,6115.62,215.16,8,1,1,0.707,1
TXN1000151,24-11-2025 17:42,6267.88,37540.37,31272.48,13653.91,19921.8,6267.88,6267.88,TRANSFER,CUST_SEND_76,CUST_RECV_175,Lucknow,UK,Lucknow,UK,0,1,54,0,0,12958.57,4109.46,-51.63,7,0,0,0.02,0
TXN2001373,29-11-2025 05:12,48818.74,20343.53,-28475.21,8732.18,57550.92,48818.74,48818.74,CASH_OUT,CUST_SEND_12,CUST_RECV_38,Delhi,UK,Bangalore,UK,1,0,0,0,0,6571,4455.72,642.94,13,1,1,0.892,1
TXN1000464,14-11-2025 10:39,11691.88,9752.77,-1939.11,2822.71,14514.59,11691.88,11691.88,TRANSFER,CUST_SEND_140,CUST_RECV_120,Mumbai,USA,Mumbai,USA,0,1,46,0,0,12744.44,8797.54,-8.26,4,0,0,0.273,0
TXN2001045,20-11-2025 05:23,42261.41,33639.48,-8621.92,8421.28,50682.69,42261.41,42261.41,TRANSFER,CUST_SEND_46,CUST_RECV_42,Bangalore,France,Bangalore,Singapore,0,0,0,0,0,15765.79,13683.6,168.06,17,1,1,0.892,1
TXN1000209,08-12-2025 15:16,19617,35557.91,15940.91,653.12,20270.12,19617,19617,TRANSFER,CUST_SEND_84,CUST_RECV_42,Bangalore,Singapore,Bangalore,Singapore,0,1,33,0,0,19057.82,13683.6,2.93,2,0,0,0.18,0
TXN2001995,16-11-2025 23:57,18738.41,19388.31,649.9,4376.38,23114.79,18738.41,18738.41,CASH_OUT,CUST_SEND_12,CUST_RECV_152,Kolkata,Singapore,Pune,USA,0,0,0,0,0,6571,7124.72,185.17,9,1,1,0.989,1
TXN2001642,29-11-2025 22:31,43945.02,1450.33,-42494.69,14573.13,58518.15,43945.02,43945.02,CASH_OUT,CUST_SEND_5,CUST_RECV_99,Ahmedabad,India,Jaipur,Japan,0,0,0,0,0,2734.45,15163.35,1507.09,3,1,1,0.951,1
TXN1000873,07-12-2025 18:51,19585.22,41252.36,21667.14,7943.13,27528.34,19585.22,19585.22,TRANSFER,CUST_SEND_27,CUST_RECV_29,Ahmedabad,Germany,Ahmedabad,Germany,0,1,76,0,0,15468.7,7246.28,26.61,4,0,0,0.306,0
TXN2001106,13-11-2025 22:34,909.61,33047.61,32138,14713.16,15622.77,909.61,909.61,TRANSFER,CUST_SEND_104,CUST_RECV_93,Hyderabad,Japan,Kolkata,Australia,0,0,0,0,0,19046.2,13902.94,-95.22,3,0,1,0.65,1
TXN2001713,06-12-2025 22:22,41816.57,18287.05,-23529.52,13001.93,54818.5,41816.57,41816.57,CASH_OUT,CUST_SEND_121,CUST_RECV_173,Delhi,USA,Chennai,UAE,0,0,0,1,0,9905.17,16110.08,322.17,11,1,1,0.799,1
TXN2001783,22-11-2025 22:02,18302.6,6384.67,-11917.93,13670.51,31973.11,18302.6,18302.6,TRANSFER,CUST_SEND_71,CUST_RECV_159,Pune,UK,Ahmedabad,Australia,1,0,0,0,0,19866.33,8824.98,-7.87,4,1,0,0.707,1
TXN2001085,20-11-2025 23:17,430.98,36936.39,36505.41,15591.28,16022.26,430.98,430.98,CASH_OUT,CUST_SEND_127,CUST_RECV_37,Bangalore,India,Bangalore,Australia,1,0,0,0,0,19994.64,13176.62,-97.84,16,0,1,0.863,1
TXN1000686,08-12-2025 18:47,10462.29,44149.06,33686.77,2791.58,13253.87,10462.29,10462.29,TRANSFER,CUST_SEND_90,CUST_RECV_79,Mumbai,USA,Mumbai,USA,0,1,72,1,0,9810.27,11110.16,6.65,2,0,0,0.331,0
TXN1000332,29-11-2025 14:08,17758.93,1388.41,-16370.52,5540.02,23298.95,17758.93,17758.93,TRANSFER,CUST_SEND_147,CUST_RECV_66,Mumbai,Canada,Mumbai,Canada,0,1,39,1,1,17191.45,4505.9,3.3,5,0,0,0.163,0
TXN1000749,03-12-2025 12:44,20907.81,42173.56,21265.75,12429.42,33337.23,20907.81,20907.81,PAYMENT,CUST_SEND_94,CUST_RECV_111,Jaipur,Canada,Jaipur,Canada,0,1,68,0,0,19513.5,3904.32,7.15,7,0,0,0.117,0
TXN2001598,03-12-2025 05:07,30158.05,44953.82,14795.77,5241.37,35399.42,30158.05,30158.05,CASH_OUT,CUST_SEND_135,CUST_RECV_140,Hyderabad,UK,Hyderabad,UAE,0,0,0,0,0,3454.03,3181.9,773.13,2,1,1,0.689,1
TXN2001742,06-12-2025 05:36,31131.72,48909.77,17778.05,11710.7,42842.42,31131.72,31131.72,TRANSFER,CUST_SEND_143,CUST_RECV_149,Kolkata,Australia,Jaipur,USA,1,0,0,0,1,13759.89,3553.88,126.25,17,1,1,0.941,1
TXN2001940,17-11-2025 05:26,49435.55,10200.36,-39235.19,10311.84,59747.4,49435.55,49435.55,TRANSFER,CUST_SEND_89,CUST_RECV_130,Chennai,France,Kolkata,Singapore,0,0,0,2,0,4574.3,18658.14,980.72,4,1,1,0.983,1
TXN1000973,08-12-2025 14:03,2583.39,10893.54,8310.14,2271.88,4855.27,2583.39,2583.39,PAYMENT,CUST_SEND_72,CUST_RECV_76,Bangalore,Japan,Bangalore,Japan,0,1,10,0,0,2402.13,14553.64,7.55,1,0,0,0.289,0
TXN2001061,19-11-2025 02:27,39485.88,40516.26,1030.38,12230.22,51716.1,39485.88,39485.88,TRANSFER,CUST_SEND_109,CUST_RECV_115,Ahmedabad,Australia,Lucknow,Germany,0,0,0,2,0,17455.21,6416.81,126.21,10,1,1,0.976,1
TXN2001380,12-11-2025 05:27,18641.25,31664.22,13022.97,10749.26,29390.51,18641.25,18641.25,TRANSFER,CUST_SEND_79,CUST_RECV_177,Delhi,India,Chennai,India,1,0,0,0,0,12923.6,16476.92,44.24,1,1,0,0.96,1
TXN2001406,18-11-2025 04:36,47329.36,12441.99,-34887.36,10506.97,57836.33,47329.36,47329.36,TRANSFER,CUST_SEND_105,CUST_RECV_45,Bangalore,UAE,Delhi,Canada,0,0,0,1,0,14788.67,1776.5,220.04,3,1,1,0.686,1
TXN1000162,14-11-2025 15:42,4281.86,11037.74,6755.89,9048.66,13330.52,4281.86,4281.86,TRANSFER,CUST_SEND_138,CUST_RECV_83,Kolkata,Japan,Hyderabad,UK,0,0,0,0,0,5344.21,5606.94,-19.88,2,0,0,0.308,0
TXN2001171,03-12-2025 02:35,27054.56,7706.21,-19348.36,17395.44,44450,27054.56,27054.56,CASH_OUT,CUST_SEND_44,CUST_RECV_128,Kolkata,France,Delhi,USA,1,0,0,1,0,8148.93,4246.86,232,18,1,1,0.815,1
TXN1000773,30-11-2025 12:17,3044.31,1188.48,-1855.83,18852.61,21896.92,3044.31,3044.31,PAYMENT,CUST_SEND_5,CUST_RECV_66,Delhi,Japan,Delhi,Japan,0,1,27,0,1,2734.45,4505.9,11.33,6,0,0,0.239,0
TXN1000467,08-12-2025 19:49,1888.26,9761.3,7873.04,1025.52,2913.78,1888.26,1888.26,PAYMENT,CUST_SEND_124,CUST_RECV_91,Hyderabad,France,Hyderabad,France,0,1,81,0,0,2071.13,17920.02,-8.83,1,0,0,0.337,0
TXN2001526,27-11-2025 02:54,48999.15,32028,-16971.14,1933.84,50932.99,48999.15,48999.15,CASH_OUT,CUST_SEND_42,CUST_RECV_85,Hyderabad,Singapore,Bangalore,Japan,1,0,0,0,0,19734.02,8168.4,148.3,14,1,1,0.769,1
TXN2001893,04-12-2025 02:28,836.08,32889.64,32053.55,16691.98,17528.06,836.08,836.08,CASH_OUT,CUST_SEND_75,CUST_RECV_156,Jaipur,Australia,Jaipur,Canada,0,0,0,0,0,10938.86,15444.33,-92.36,4,0,1,0.781,1
TXN1000501,26-11-2025 13:57,28997.8,38748.99,9751.19,11073.71,40071.51,28997.8,28997.8,DEBIT,CUST_SEND_95,CUST_RECV_162,Kolkata,Germany,Kolkata,Germany,0,1,43,0,0,19738,16781.77,46.91,6,0,0,0.328,0
TXN1000328,02-12-2025 13:34,7532.04,43152.88,35620.85,2400.73,9932.76,7532.04,7532.04,PAYMENT,CUST_SEND_73,CUST_RECV_92,Lucknow,Canada,Lucknow,Canada,0,1,70,1,0,11523.23,12278.26,-34.64,6,0,0,0.084,0
TXN1000969,10-12-2025 19:42,17325.51,47514.69,30189.18,1859.82,19185.33,17325.51,17325.51,PAYMENT,CUST_SEND_104,CUST_RECV_170,Chennai,Australia,Chennai,Australia,0,0,0,0,1,19046.2,11914.99,-9.03,7,0,0,0.331,0
TXN1000972,30-11-2025 12:54,3476.99,37319.82,33842.83,7636.81,11113.8,3476.99,3476.99,TRANSFER,CUST_SEND_26,CUST_RECV_85,Ahmedabad,India,Ahmedabad,India,0,1,8,0,0,3716.84,8168.4,-6.45,3,0,0,0.174,0
TXN1000437,17-11-2025 20:48,28083.8,34358.82,6275.02,17967.92,46051.73,28083.8,28083.8,PAYMENT,CUST_SEND_65,CUST_RECV_60,Kolkata,UAE,Kolkata,UAE,0,0,0,0,0,19301.23,17597.99,45.5,5,0,0,0.346,0
TXN2001300,04-12-2025 22:04,30090.72,17191.64,-12899.08,4494.08,34584.8,30090.72,30090.72,CASH_OUT,CUST_SEND_130,CUST_RECV_145,Hyderabad,UAE,Bangalore,Canada,1,1,49,1,0,15610.76,10141.66,92.76,8,1,1,0.741,1
TXN2001015,01-12-2025 23:46,25157.02,46842.3,21685.28,9945.89,35102.91,25157.02,25157.02,TRANSFER,CUST_SEND_60,CUST_RECV_115,Jaipur,Australia,Ahmedabad,Australia,0,0,0,1,0,19281.28,6416.81,30.47,9,1,0,0.891,1
TXN1000054,22-11-2025 18:41,4075.06,48124.99,44049.93,5715.98,9791.04,4075.06,4075.06,TRANSFER,CUST_SEND_95,CUST_RECV_144,Mumbai,Germany,Mumbai,Germany,0,1,95,0,1,19738,3932.89,-79.35,5,0,0,0.216,0
TXN1000216,07-12-2025 20:22,1547.11,21420.95,19873.84,14891.99,16439.1,1547.11,1547.11,TRANSFER,CUST_SEND_20,CUST_RECV_34,Jaipur,USA,Jaipur,USA,0,1,48,0,0,2093.62,3432.87,-26.1,2,0,0,0.263,0
TXN2001714,10-12-2025 03:53,145.38,4830.93,4685.55,12652.03,12797.41,145.38,145.38,CASH_OUT,CUST_SEND_67,CUST_RECV_160,Jaipur,Germany,Mumbai,France,0,0,0,0,0,19427.7,7628.5,-99.25,2,0,1,0.933,1
TXN2001948,05-12-2025 02:50,1635.11,18965.68,17330.57,17076.41,18711.52,1635.11,1635.11,CASH_OUT,CUST_SEND_144,CUST_RECV_38,Lucknow,Singapore,Jaipur,Canada,1,0,0,0,0,10885.85,4455.72,-84.98,16,0,1,0.96,1
TXN2001925,24-11-2025 03:52,18548.79,35157.04,16608.25,5004.48,23553.27,18548.79,18548.79,TRANSFER,CUST_SEND_11,CUST_RECV_91,Jaipur,India,Bangalore,Singapore,1,0,0,0,0,9520.46,17920.02,94.83,19,1,1,0.917,1
TXN1000469,22-11-2025 14:50,17533.6,4818.18,-12715.42,13255.58,30789.18,17533.6,17533.6,DEBIT,CUST_SEND_65,CUST_RECV_90,Lucknow,UK,Lucknow,UK,0,1,96,0,0,19301.23,3275.48,-9.16,5,0,0,0.196,0
TXN2001912,18-11-2025 23:56,22724.66,38093.35,15368.68,10563.41,33288.07,22724.66,22724.66,TRANSFER,CUST_SEND_140,CUST_RECV_8,Lucknow,Australia,Delhi,Singapore,1,0,0,0,0,12744.44,3591.06,78.31,19,1,1,0.865,1
TXN1000436,27-11-2025 10:20,11075.97,32318.92,21242.96,2770.02,13845.99,11075.97,11075.97,PAYMENT,CUST_SEND_144,CUST_RECV_135,Jaipur,France,Jaipur,France,0,1,38,0,0,10885.85,4553.83,1.75,6,0,0,0.283,0
